boundary_mode,ci95_high,ci95_low,comparison,horizon,improvement_ratio_left_over_right,layer,left,left_mean,mean_difference,metric,n_problems,right,right_mean
natural,-0.024386643248300942,-0.026748894705078363,rlvr-dpo,1,1.0077922016380612,12,dpo,3.3080596599104983,-0.025577760830914037,normalized_mse,492,rlvr,3.2824818990795843
natural,-0.05403802097994763,-0.060089626834630275,rlvr-dpo,2,1.0074224740079782,12,dpo,7.74484773270748,-0.057062386908112654,normalized_mse,492,rlvr,7.687785345799368
natural,-0.09444022446441143,-0.10722357178900108,rlvr-dpo,3,1.0065774488358201,12,dpo,15.440766972899988,-0.10089720852333116,normalized_mse,486,rlvr,15.339869764376658
natural,-0.19840163623016843,-0.23948246817161814,rlvr-dpo,5,1.005853432410708,12,dpo,37.68604268297442,-0.2193089933024845,normalized_mse,466,rlvr,37.466733689671926
natural,-0.0003984512891219611,-0.0005350229941767811,rlvr-dpo,1,1.0005574646657134,12,dpo,0.8371880213514963,-0.0004664427151296322,perp_score,492,rlvr,0.8367215786363666
natural,0.00043539364715998707,1.3464180991197168e-05,rlvr-dpo,1,0.9998464029499767,16,dpo,1.4588533105884103,0.0002241099875559001,cos_score,492,rlvr,1.4590774205759662
natural,-0.021388795836649835,-0.024728210009390017,rlvr-dpo,1,1.0078906943589914,16,dpo,2.9478271084137924,-0.023078298932441364,normalized_mse,492,rlvr,2.9247488094813514
natural,-0.03292356878912714,-0.042181905569881564,rlvr-dpo,2,1.0054407063104893,16,dpo,6.958777606189525,-0.03765579113483433,normalized_mse,492,rlvr,6.921121815054691
natural,-0.042932050880594104,-0.06273878620575728,rlvr-dpo,3,1.003830387064879,16,dpo,13.95851823120772,-0.053262511642059585,normalized_mse,486,rlvr,13.905255719565659
natural,-0.04391818353231856,-0.10218428631894377,rlvr-dpo,5,1.0021747485303891,16,dpo,34.028661211084135,-0.07384319058970501,normalized_mse,466,rlvr,33.954818020494436
natural,-0.0006319969107434261,-0.0008535659644933139,rlvr-dpo,1,1.0008895565775962,16,dpo,0.8326467855172734,-0.0007400281279825716,perp_score,492,rlvr,0.8319067573892911
natural,0.00010654731387621694,-0.0005644252263331979,rlvr-dpo,1,1.000161482727824,20,dpo,1.4702789979248339,-0.00023738632945501093,cos_score,492,rlvr,1.4700416115953787
natural,-0.022238532546580866,-0.02693103334657324,rlvr-dpo,1,1.0091643109149322,20,dpo,2.710806287428435,-0.024617073136112503,normalized_mse,492,rlvr,2.6861892142923227
natural,-0.032330023485517695,-0.04445378242260429,rlvr-dpo,2,1.0061966671321294,20,dpo,6.246276085827517,-0.03846772205037604,normalized_mse,492,rlvr,6.207808363777141
natural,-0.05117278215465199,-0.07541683165196049,rlvr-dpo,3,1.0049901593803923,20,dpo,12.828409596495375,-0.06369794558280675,normalized_mse,486,rlvr,12.76471165091257
natural,-0.05819732783266185,-0.1321965973647236,rlvr-dpo,5,1.0030545665734574,20,dpo,31.65217551801993,-0.0963892499336604,normalized_mse,466,rlvr,31.55578626808627
natural,-0.0009400956419096393,-0.0012726430722227167,rlvr-dpo,1,1.0013228888608758,20,dpo,0.833815275509694,-0.0011015876619525312,perp_score,492,rlvr,0.8327136878477415
natural,-0.00010864920294047153,-0.0008865897256367578,rlvr-dpo,1,1.0003440901792044,24,dpo,1.4751994921101315,-0.0005074270569355788,cos_score,492,rlvr,1.4746920650531958
natural,-0.007495943470185437,-0.013389814184146018,rlvr-dpo,1,1.0045790127829153,24,dpo,2.301027194104872,-0.010488406388716068,normalized_mse,492,rlvr,2.2905387877161565
natural,-0.008381800751986454,-0.024177764683686695,rlvr-dpo,2,1.0031313417796066,24,dpo,5.270319429262721,-0.01645165566399847,normalized_mse,492,rlvr,5.2538677735987225
natural,-0.014803860859085444,-0.044792415535821,rlvr-dpo,3,1.0027943700495505,24,dpo,10.93183767909009,-0.03046247636540858,normalized_mse,486,rlvr,10.901375202724683
natural,0.034567373570947475,-0.05992020437663929,rlvr-dpo,5,1.0005205591391058,24,dpo,27.381573110013278,-0.014246312077556793,normalized_mse,466,rlvr,27.36732679793572
natural,-0.0008919261095319039,-0.0012740697916005233,rlvr-dpo,1,1.0012946710605106,24,dpo,0.8334329131057642,-0.001077626301888061,perp_score,492,rlvr,0.8323552868038762
natural,0.002503397441599953,0.001493883514163588,rlvr-dpo,1,0.9986476867995355,28,dpo,1.4656559795897992,0.001984709877906111,cos_score,492,rlvr,1.4676406894677052
natural,-0.0052299275728875366,-0.01159422824453208,rlvr-dpo,1,1.004150465863357,28,dpo,2.048304545095025,-0.008466279089823659,normalized_mse,492,rlvr,2.039838266005201
natural,-0.002615390556163459,-0.01882264001739542,rlvr-dpo,2,1.0023072826424588,28,dpo,4.669614654150012,-0.010749319121064308,normalized_mse,492,rlvr,4.658865335028946
natural,0.020385634074496856,-0.014220571863039882,rlvr-dpo,3,0.9997407967741871,28,dpo,9.569134135249438,0.002480993517614988,normalized_mse,486,rlvr,9.571615128767053
natural,0.17874395870123705,0.07345629548710086,rlvr-dpo,5,0.9948019404205449,28,dpo,23.82453172102482,0.12448843363348275,normalized_mse,466,rlvr,23.949020154658303
natural,-0.0008689300618145178,-0.0013627484032250458,rlvr-dpo,1,1.0013380648372436,28,dpo,0.8341147276417031,-0.001114608169285942,perp_score,492,rlvr,0.8330001194724173
natural,0.000160034679306424,-0.0006603503493785326,rlvr-dpo,1,1.0001730806054818,32,dpo,1.4639305491463106,-0.0002533341386032637,cos_score,492,rlvr,1.463677215007707
natural,-0.008316296446257827,-0.01400234208682286,rlvr-dpo,1,1.004319439403368,32,dpo,2.5663721010746356,-0.011037612478826208,normalized_mse,492,rlvr,2.5553344885958094
natural,-0.009988946211758767,-0.025561301027851365,rlvr-dpo,2,1.0030022782205592,32,dpo,5.915835609045982,-0.017707820601322026,normalized_mse,492,rlvr,5.8981277884446595
natural,-0.01421459255518946,-0.05621922588529074,rlvr-dpo,3,1.0028980222689785,32,dpo,12.010712595057282,-0.03470673168546848,normalized_mse,486,rlvr,11.976005863371814
natural,-0.07603383551800885,-0.16924550295229876,rlvr-dpo,5,1.0041161572168122,32,dpo,29.762658081392395,-0.12200558568125011,normalized_mse,466,rlvr,29.640652495711148
natural,-0.0008091098020659629,-0.0013003447973769704,rlvr-dpo,1,1.0012606460342102,32,dpo,0.8314242647013457,-0.001046812042591927,perp_score,492,rlvr,0.8303774526587538
natural-clean,0.0013882471887922258,0.0007765101681339945,rlvr-dpo,0,0.9989654173478362,-1,dpo,1.0428992911637638,0.0010800829496749387,layer_smoothness,100,rlvr,1.0439793741134384
natural-clean,0.00047873498069558694,7.416701004993015e-05,rlvr-dpo,1,0.9998113930846384,4,dpo,1.4561373126638641,0.0002746893752001145,cos_score,100,rlvr,1.4564120020390643
natural-clean,-0.0013558430393939501,-0.00346546830070183,rlvr-dpo,1,1.0008924827831935,4,dpo,2.675968651752815,-0.002386126373349281,normalized_mse,100,rlvr,2.6735825253794667
natural-clean,-0.007116386791377371,-0.015070520489921886,rlvr-dpo,2,1.0017971810986337,4,dpo,6.0241931211024635,-0.01080714361752662,normalized_mse,100,rlvr,6.013385977484939
natural-clean,-0.014918523264806582,-0.035954476744000916,rlvr-dpo,3,1.0020145837628442,4,dpo,12.228904975532098,-0.024586621592428262,normalized_mse,98,rlvr,12.20431835393967
natural-clean,-0.030887836323083975,-0.07844193430544127,rlvr-dpo,5,1.0017722711281323,4,dpo,30.020938789849396,-0.05311111575962898,normalized_mse,92,rlvr,29.967827674089765
natural-clean,0.00037178004574673094,0.000130173215796915,rlvr-dpo,1,0.9996968339946024,4,dpo,0.8139547055711712,0.000246838229622659,perp_score,100,rlvr,0.8142015438007939
natural-clean,-0.0001306481820025969,-0.0007493704788210477,rlvr-dpo,1,1.00029841679482,8,dpo,1.457288003985184,-0.00043474947873272106,cos_score,100,rlvr,1.4568532545064514
natural-clean,-0.025823593642122347,-0.030252635607552432,rlvr-dpo,1,1.0086009179941076,8,dpo,3.2834146575177012,-0.027999558305107707,normalized_mse,100,rlvr,3.255415099212594
natural-clean,-0.06312370131185302,-0.0755998292036507,rlvr-dpo,2,1.0088860494796335,8,dpo,7.874370691057496,-0.06935574896471301,normalized_mse,100,rlvr,7.805014942092782
natural-clean,-0.1151527485539947,-0.14022792812396181,rlvr-dpo,3,1.0083061341334107,8,dpo,15.486454903868616,-0.12757293378275475,normalized_mse,98,rlvr,15.358881970085857
natural-clean,-0.2810163516418554,-0.3755165085608431,rlvr-dpo,5,1.0086332291169582,8,dpo,38.24078015860938,-0.32731562592830377,normalized_mse,92,rlvr,37.913464532681076
