boundary_mode,ci95_high,ci95_low,horizon,layer,mean,metric,model,n_problems
literal,0.8149224285340086,0.8006911176005379,1,32,0.807651202741043,perp_score,dpo,100
natural,1.0432959371607002,1.040647574905081,0,-1,1.0419802959933413,layer_smoothness,dpo,492
natural,1.4919427239615293,1.4692796220150885,1,4,1.4806092656578633,cos_score,dpo,492
natural,2.8377657996001306,2.678588357890982,1,4,2.7590156242688093,normalized_mse,dpo,492
natural,6.008280252884979,5.744992922957477,2,4,5.879009972343665,normalized_mse,dpo,492
natural,12.726780574479713,12.11278658204545,3,4,12.41881724648435,normalized_mse,dpo,486
natural,31.61031135410037,30.12254356309867,5,4,30.869739173434922,normalized_mse,dpo,466
natural,0.8288245505467383,0.8193101958521893,1,4,0.8240679266457225,perp_score,dpo,492
natural,1.481342884733882,1.4667340710255268,1,8,1.4741177954196385,cos_score,dpo,492
natural,3.409123541886251,3.2953469813724623,1,8,3.352245349520862,normalized_mse,dpo,492
natural,7.8549238734210185,7.656790711303478,2,8,7.757111339406154,normalized_mse,dpo,492
natural,15.953238867255592,15.503800427960021,3,8,15.72694683794471,normalized_mse,dpo,486
natural,39.4398172538401,38.30929721067639,5,8,38.88021576172835,normalized_mse,dpo,466
natural,0.8381479834162183,0.8324481139259516,1,8,0.835339985035673,perp_score,dpo,492
natural,1.471966664512653,1.4594158989308588,1,12,1.4657241605833453,cos_score,dpo,492
natural,3.353595522534536,3.2619855271159968,1,12,3.3080596599104983,normalized_mse,dpo,492
natural,7.8224935945617,7.664965178848453,2,12,7.74484773270748,normalized_mse,dpo,492
natural,15.612329002244525,15.27210080508116,3,12,15.440766972899988,normalized_mse,dpo,486
natural,38.1211224836028,37.24272638937208,5,12,37.68604268297442,normalized_mse,dpo,466
natural,0.8395174366053637,0.8348324121398669,1,12,0.8371880213514963,perp_score,dpo,492
natural,1.4654701877610523,1.4521237626322367,1,16,1.4588533105884103,cos_score,dpo,492
natural,2.9874844962817417,2.9075409958463156,1,16,2.9478271084137924,normalized_mse,dpo,492
natural,7.027012352140582,6.888628827236431,2,16,6.958777606189525,normalized_mse,dpo,492
natural,14.110074947571118,13.807894966254638,3,16,13.95851823120772,normalized_mse,dpo,486
natural,34.41503967178792,33.637515673622076,5,16,34.028661211084135,normalized_mse,dpo,466
natural,0.8352765080635857,0.8299892734339779,1,16,0.8326467855172734,perp_score,dpo,492
natural,1.4787254693077319,1.4616694649579167,1,20,1.4702789979248339,cos_score,dpo,492
natural,2.756517453507616,2.6629743764544385,1,20,2.710806287428435,normalized_mse,dpo,492
natural,6.322044804543168,6.170275826377098,2,20,6.246276085827517,normalized_mse,dpo,492
natural,13.01071564532763,12.653078463862409,3,20,12.828409596495375,normalized_mse,dpo,486
natural,32.089375854739,31.209695467452125,5,20,31.65217551801993,normalized_mse,dpo,466
natural,0.8370547815512462,0.8305286830253124,1,20,0.833815275509694,perp_score,dpo,492
natural,1.484107438873796,1.4661823807445789,1,24,1.4751994921101315,cos_score,dpo,492
natural,2.3444454586549193,2.2564122206382025,1,24,2.301027194104872,normalized_mse,dpo,492
natural,5.344575312472523,5.197589269020224,2,24,5.270319429262721,normalized_mse,dpo,492
natural,11.118813202773584,10.751496050766617,3,24,10.93183767909009,normalized_mse,dpo,486
natural,27.862878668827353,26.899257130845115,5,24,27.381573110013278,normalized_mse,dpo,466
natural,0.8369248846403091,0.8298866654982302,1,24,0.8334329131057642,perp_score,dpo,492
natural,1.4747155411970834,1.4564937071533592,1,28,1.4656559795897992,cos_score,dpo,492
natural,2.0848490964097417,2.010662821836052,1,28,2.048304545095025,normalized_mse,dpo,492
natural,4.738632381632794,4.603868230928072,2,28,4.669614654150012,normalized_mse,dpo,492
natural,9.730706307623757,9.415744824539967,3,28,9.569134135249438,normalized_mse,dpo,486
natural,24.246466185483303,23.40341836723163,5,28,23.82453172102482,normalized_mse,dpo,466
natural,0.837533707225001,0.8306675633393784,1,28,0.8341147276417031,perp_score,dpo,492
natural,1.4724692192724762,1.4552830633685476,1,32,1.4639305491463106,cos_score,dpo,492
natural,2.610364920974705,2.5220636905207465,1,32,2.5663721010746356,normalized_mse,dpo,492
natural,6.0037455347878295,5.829688633617636,2,32,5.915835609045982,normalized_mse,dpo,492
natural,12.206009866376581,11.81975777166662,3,32,12.010712595057282,normalized_mse,dpo,486
natural,30.266997434170843,29.265301194976818,5,32,29.762658081392395,normalized_mse,dpo,466
natural,0.8346819915491392,0.8281282593203911,1,32,0.8314242647013457,perp_score,dpo,492
natural-clean,1.0457319162172876,1.0400272315625763,0,-1,1.0428992911637638,layer_smoothness,dpo,100
natural-clean,1.479127447575938,1.4345491273822906,1,4,1.4561373126638641,cos_score,dpo,100
natural-clean,2.841083024148314,2.5077796107232575,1,4,2.675968651752815,normalized_mse,dpo,100
natural-clean,6.35202938452781,5.692343327224897,2,4,6.0241931211024635,normalized_mse,dpo,100
natural-clean,12.90728918108075,11.540676138938894,3,4,12.228904975532098,normalized_mse,dpo,98
natural-clean,31.634498754615368,28.347951712629698,5,4,30.020938789849396,normalized_mse,dpo,92
natural-clean,0.8237137057239066,0.8043941458615999,1,4,0.8139547055711712,perp_score,dpo,100
natural-clean,1.4710857634737526,1.443969623300343,1,8,1.457288003985184,cos_score,dpo,100
natural-clean,3.3928410850693203,3.171242010471775,1,8,3.2834146575177012,normalized_mse,dpo,100
natural-clean,8.09393786797365,7.650465728863696,2,8,7.874370691057496,normalized_mse,dpo,100
natural-clean,15.929637481810923,15.030086862826668,3,8,15.486454903868616,normalized_mse,dpo,98
natural-clean,39.45200150178973,37.024147100792646,5,8,38.24078015860938,normalized_mse,dpo,92
natural-clean,0.8342476663303974,0.8228358277893018,1,8,0.8286308406964212,perp_score,dpo,100
natural-clean,1.4617854418692307,1.4381692530305061,1,12,1.449852255057536,cos_score,dpo,100
natural-clean,3.3414126216080082,3.1713014328559757,1,12,3.259336987267895,normalized_mse,dpo,100
natural-clean,8.047852728447834,7.696744545774177,2,12,7.877287870673043,normalized_mse,dpo,100
natural-clean,15.62230321771968,14.993800818701784,3,12,15.312934866028156,normalized_mse,dpo,98
natural-clean,38.44890850717217,36.59139980940561,5,12,37.5209520372806,normalized_mse,dpo,92
natural-clean,0.8358863019301798,0.8265809894719434,1,12,0.8313103910033933,perp_score,dpo,100
natural-clean,1.4522382977771842,1.4272386666573065,1,16,1.4395219971056619,cos_score,dpo,100
natural-clean,2.9599882390093706,2.8134272518199124,1,16,2.888688318872015,normalized_mse,dpo,100
natural-clean,7.2238107082216585,6.92324808797521,2,16,7.077701059467419,normalized_mse,dpo,100
natural-clean,14.099741305105379,13.482536532965579,3,16,13.794523931769723,normalized_mse,dpo,98
natural-clean,34.669575689181684,33.047812127078416,5,16,33.84068032404445,normalized_mse,dpo,92
natural-clean,0.830486644572152,0.820066047584754,1,16,0.8253434563535041,perp_score,dpo,100
natural-clean,1.4635359533007097,1.4303808246432075,1,20,1.4466342649606727,cos_score,dpo,100
natural-clean,2.719064476029289,2.542978662090053,1,20,2.6326451689891623,normalized_mse,dpo,100
natural-clean,6.496253291635089,6.165403828644329,2,20,6.334468634558253,normalized_mse,dpo,100
natural-clean,12.944854116260094,12.208511103433027,3,20,12.577279039785958,normalized_mse,dpo,98
natural-clean,32.689471772729135,30.779902661717998,5,20,31.709080227109297,normalized_mse,dpo,92
natural-clean,0.8315725442306847,0.8184796990180991,1,20,0.8249758008045275,perp_score,dpo,100
natural-clean,1.4681011368920902,1.4329980131493432,1,24,1.449998964585172,cos_score,dpo,100
natural-clean,2.299895908122721,2.1402155657907476,1,24,2.219788163510361,normalized_mse,dpo,100
natural-clean,5.504650155570104,5.184205696362844,2,24,5.345724828228947,normalized_mse,dpo,100
natural-clean,11.077858063233796,10.30859323446933,3,24,10.692419062380491,normalized_mse,dpo,98
natural-clean,28.60864933552112,26.33369919564901,5,24,27.440172293862414,normalized_mse,dpo,92
natural-clean,0.8307288906753975,0.816731791612545,1,24,0.823640903931183,perp_score,dpo,100
natural-clean,1.4588321799919495,1.4229469533101624,1,28,1.4405097324424967,cos_score,dpo,100
natural-clean,2.0539851775780256,1.9168669929759017,1,28,1.9860335429124591,normalized_mse,dpo,100
natural-clean,4.895754298877879,4.595295954375554,2,28,4.744962597003305,normalized_mse,dpo,100
natural-clean,9.749729896910038,9.077799235127143,3,28,9.412567005003318,normalized_mse,dpo,98
natural-clean,25.16602345257748,23.03000122812302,5,28,24.057792450283976,normalized_mse,dpo,92
natural-clean,0.8320496729743507,0.8181684036732769,1,28,0.825064959079389,perp_score,dpo,100
natural-clean,1.4597866780606212,1.4259695992398704,1,32,1.4425613527761236,cos_score,dpo,100
natural-clean,2.589187910722392,2.412381863655759,1,32,2.5009924521989326,normalized_mse,dpo,100
natural-clean,6.204558772180957,5.8090082290882625,2,32,6.006395453695544,normalized_mse,dpo,100
natural-clean,12.275194597600484,11.476455759028635,3,32,11.876145322870924,normalized_mse,dpo,98
natural-clean,31.54872074861617,29.049875049026088,5,32,30.27430120264166,normalized_mse,dpo,92
natural-clean,0.8300143916124437,0.8168429902304982,1,32,0.8234190686665787,perp_score,dpo,100
literal,1.0241322877080543,1.01799153775415,0,-1,1.0210799224222031,layer_smoothness,rlvr,100
literal,1.4010544606080026,1.3392542894233133,1,4,1.3699468289452201,cos_score,rlvr,100
literal,0.3833511281208449,0.343924618502073,1,4,0.3638201517518862,normalized_mse,rlvr,100
literal,0.9228111294921246,0.8222069444010836,2,4,0.871720565277472,normalized_mse,rlvr,100
literal,1.9578420138179633,1.749087277409368,3,4,1.8525736842964864,normalized_mse,rlvr,98
literal,5.2126837320058375,4.615166859530532,5,4,4.910705937391245,normalized_mse,rlvr,94
literal,0.7941169669222824,0.7713862032227825,1,4,0.7827893467051044,perp_score,rlvr,100
literal,1.390376791818404,1.3321367710264118,1,8,1.3604632145346607,cos_score,rlvr,100
literal,0.9358971875280578,0.843367173817542,1,8,0.8896098946050768,normalized_mse,rlvr,100
literal,2.38132561480347,2.118992663577968,2,8,2.241770983655925,normalized_mse,rlvr,100
literal,5.203315773987286,4.643109787972443,3,8,4.920278595085274,normalized_mse,rlvr,98
literal,14.787093463825812,12.846546836705356,5,8,13.788590378608534,normalized_mse,rlvr,94
